Brand;Model;Car_Info;User_Desc;Price;Price_Eval;Kilometer;Gear_Type;YearMonth;Fuel_Type;Horsepower;Consumption;CO2_Emission
Opel;Astra;Sports Tourer Elegance LED+Sitz&Lenkradhzg;FINANZIERUNG 108€ mtl. / ANKAUF / LIEFERUNG;€ 10.880,-;Sehr guter Preis;98.526 km;Schaltgetriebe;03/2020;Benzin;96 kW (131 PS);4,5 l/100 km;102 g/km
Hyundai;TUCSON;Passion Blue Navi Cam Sitzheizung;E10-geeignet, Alufelgen, Einparkhilfe Kamera, Navigationssystem, Beifahrerairbag, Beheizbares Lenkrad, Dachreling, Totwinkel-Assistent;€ 14.990,-;Sehr guter Preis;70.887 km;Schaltgetriebe;05/2018;Benzin;97 kW (132 PS);nan;nan
Peugeot;208;1.2 PureTech 100 S S Allure Navi+R-Kam+LED+DAB;Einparkhilfe Sensoren vorne, Abstandstempomat, Totwinkel-Assistent, Spurhalteassistent, Fahrerairbag, Lederlenkrad, Navigationssystem, Seitenairbag;€ 15.680,-;Sehr guter Preis;16.504 km;Schaltgetriebe;01/2024;Benzin;74 kW (101 PS);5,2 l/100 km;113 g/km
Nissan;Qashqai;N-Connecta DCT AHK*NAVI*KAMERA*WINTERPAK;Anhängerkupplung, Navigationssystem, Verkehrszeichenerkennung, Ambientebeleuchtung, Beheizbare Frontscheibe, Beifahrerairbag, Katalysator, Sitzheizung;€ 16.990,-;Sehr guter Preis;76.193 km;Automatik;04/2019;Benzin;117 kW (159 PS);nan;nan
MG;ZS;1.5 VTI-tech Comfort **Klima;Nebelscheinwerfer, Alufelgen, Regensensor, Tempomat, Pannenkit, Beifahrerairbag, Dachreling, Spurhalteassistent;€ 13.988,-;Sehr guter Preis;22.252 km;Schaltgetriebe;12/2023;Benzin;78 kW (106 PS);6,6 l/100 km;149 g/km
Citroen;C5 Aircross;2.0 BlueHDi 180 Feel PANORAMA;Freisprecheinrichtung, Schaltwippen, Einparkhilfe Kamera, Totwinkel-Assistent, Lichtsensor, Regensensor, Getönte Scheiben, Spurhalteassistent;€ 17.490,-;Sehr guter Preis;76.278 km;Automatik;01/2019;Diesel;132 kW (179 PS);4,8 l/100 km;126 g/km
Opel;Corsa;1.2  Kamera LHZ Allwetter PDC SHZ;Klimaautomatik, Sitzheizung, Einparkhilfe Kamera, Einparkhilfe Sensoren vorne, Alufelgen, Beheizbares Lenkrad, Totwinkel-Assistent, Sprachsteuerung;€ 13.990,-;Sehr guter Preis;20.274 km;Schaltgetriebe;04/2022;Benzin;74 kW (101 PS);5,5 l/100 km;124 g/km
BMW;118;i Advantage Aut. *LED*NAVI*PDC*TEMPOMAT*;LED-Scheinwerfer, Navigationssystem, Sitzheizung, Sprachsteuerung, LED-Tagfahrlicht, 2-Zonen-Klimaautomatik, Einparkhilfe Sensoren hinten, Reifendruckkontrollsystem;€ 11.799,-;Sehr guter Preis;139.056 km;Automatik;02/2017;Benzin;100 kW (136 PS);5,1 l/100 km;119 g/km
Peugeot;308;SW 1.5 Aut Activ NAV+SHZ+PDC+TEM+SERVICE NEU;Sitzheizung, Navigationssystem, Freisprecheinrichtung, 2-Zonen-Klimaautomatik, Getönte Scheiben, Beifahrerairbag, Apple CarPlay, Geschwindigkeits-begrenzungsanlage;€ 8.950,-;Guter Preis;143.898 km;Automatik;08/2019;Benzin;96 kW (131 PS);nan;nan
Dacia;Sandero;0.9 TCe Stepway Anniversary*TEMPO*NAVI*CAM*PDC*;❗Service Historie und Gebrauchtspureninfos auf Anruf;€ 11.330,-;Sehr guter Preis;15.349 km;Schaltgetriebe;04/2020;Benzin;66 kW (90 PS);5,3 l/100 km;148 g/km
Mercedes-Benz;GLE 43 AMG;4M*9G*LED*PANO*360*NAVI*TOTW*DISTR+;360° Kamera, Sportpaket, Elektrische Heckklappe, ESP, Abstandstempomat, Luftfederung, Sportfahrwerk, Kurvenlicht;€ 33.900,-;nan;132.900 km;Automatik;08/2017;Benzin;287 kW (390 PS);9,4 l/100 km;215 g/km
Mercedes-Benz;E 300;de Avantg. PANO+STNDHZ+360°+LED+COMAND+ACC+;Panoramadach, Standheizung, 360° Kamera, Schiebedach, Schlüssellose Zentralverriegelung, Ambientebeleuchtung, Apple CarPlay, Abstandstempomat;€ 22.750,-;Sehr guter Preis;119.412 km;Automatik;12/2019;Diesel;225 kW (306 PS);nan;nan
Volkswagen;Golf;VII GTE NAVI KAMERA LED;Sportpaket, Sportsitze, Abstandstempomat, Reifendruckkontrollsystem, Einparkhilfe Kamera, Sitzheizung, MP3, LED-Scheinwerfer; ;nan;nan;nan;nan;nan;nan;nan;nan
Ford;Ranger;3.2 TDCI DoKa 4x4 Limited Navi Leder Rfk Offroad P;Einparkhilfe Kamera, USB, Elektrische Sitze, Lordosenstütze, Einparkhilfe Sensoren vorne, Einparkhilfe Sensoren hinten, Touchscreen, Allrad;€ 19.900,-;Sehr guter Preis;166.300 km;Automatik;12/2017;Diesel;147 kW (200 PS);8,8 l/100 km;231 g/km
BMW;540;i Sport Line;Finanzierung auch ohne Anzahlung möglich;€ 25.900,-;Sehr guter Preis;128.330 km;Automatik;06/2018;Benzin;250 kW (340 PS);6,5 l/100 km;149 g/km
Opel;Corsa;F 1.2 Edition;Einparkhilfe Sensoren hinten, Sitzheizung, Beheizbares Lenkrad, Katalysator, Lederlenkrad, Isofix, Spurhalteassistent, Fahrerairbag;€ 11.450,-;Sehr guter Preis;23.150 km;Schaltgetriebe;07/2021;Benzin;55 kW (75 PS);nan;nan
Volkswagen;T-Roc;Sport 1.5 TSI SHZ NAVI KAM PDC;Elektrische Heckklappe, Einparkhilfe Kamera, Sportfahrwerk, Sportsitze, Lordosenstütze, Sitzheizung, Navigationssystem, E10-geeignet;€ 17.999,-;Sehr guter Preis;68.900 km;Schaltgetriebe;07/2018;Benzin;110 kW (150 PS);5,3 l/100 km;120 g/km
Volkswagen;Polo;Trendline 1,0 l 48 kW (65 PS) 5-Gang;Alle Fahrzeuge mit mind. 12 Monaten VW/AUDI-Garantie;€ 9.800,-;nan;100.400 km;Schaltgetriebe;12/2017;Benzin;48 kW (65 PS);nan;nan
Land Rover;Range Rover Evoque;2.0 Td4 NAVI KAMERA CCR;Seit 1963 Ihr KFZ-Meisterbetrieb in Mainz Bretzenheim;€ 15.990,-;Guter Preis;144.072 km;Schaltgetriebe;01/2017;Diesel;110 kW (150 PS);5,1 l/100 km;134 g/km
Fiat;Tipo;Lounge;Dachreling, Alufelgen, Anhängerkupplung, Apple CarPlay, Nebelscheinwerfer, Einparkhilfe Kamera, Klimaautomatik, Touchscreen;€ 10.950,-;Guter Preis;71.000 km;Schaltgetriebe;09/2018;Benzin;70 kW (95 PS);5,7 l/100 km;132 g/km
Skoda;Kamiq;1.0 TGI Style-LED-Apps-Spur-SHZ-PDC-LED-;Dachreling, Sitzheizung, Alufelgen, 2-Zonen-Klimaautomatik, Einparkhilfe Sensoren hinten, Beifahrerairbag, Tempomat, Regensensor;€ 13.300,-;Sehr guter Preis;56.800 km;Schaltgetriebe;02/2021;Erdgas (CNG);66 kW (90 PS);nan;nan
BMW;X5 M;/360*/HUD/B&O/PANO/APPLE/NACHTSICHT/TTW/R21;Nachtsicht-Assistent, 360° Kamera, Start/Stop-Automatik, 4-Zonen-Klimaautomatik, Luftfederung, Beifahrerairbag, Soundsystem, Induktionsladen für Smartphones;€ 44.900,-;Sehr guter Preis;77.706 km;Automatik;06/2018;Benzin;423 kW (575 PS);nan;nan
Subaru;Forester;2.0 Sport Diesel AHK;Allrad, Anhängerkupplung, Elektrische Heckklappe, Touchscreen, Schaltwippen, Nebelscheinwerfer, Einparkhilfe Kamera, Sommerreifen;€ 16.900,-;Sehr guter Preis;104.915 km;Automatik;04/2017;Diesel;108 kW (147 PS);nan;nan
Skoda;Superb;Combi 1.6TDI DSG Leder/Navi/Kamera/BI-Xenon;Einparkhilfe Kamera, 2-Zonen-Klimaautomatik, Alufelgen, Sitzheizung, MP3, Elektrische Seitenspiegel, Seitenairbag, Dachreling;€ 13.910,-;Sehr guter Preis;157.000 km;Automatik;12/2018;Diesel;88 kW (120 PS);nan;nan
Audi;A5;SB S-LINE *MATRIX *ST-HZG *KAMERA *MASSAGE;Sportfahrwerk, Sportpaket, 3-Zonen-Klimaautomatik, Einparkhilfe Kamera, LED-Scheinwerfer, Sportsitze, Sitzheizung, Getönte Scheiben;€ 23.799,-;Guter Preis;121.999 km;Automatik;04/2017;Diesel;140 kW (190 PS);4,2 l/100 km;109 g/km
Renault;Kadjar;Energy TCe 165 Crossborder;LED-Scheinwerfer, Sitzheizung, Elektrische Sitze, Abstandstempomat, Sommerreifen, Beifahrerairbag, Navigationssystem, Winterpaket;€ 13.980,-;Sehr guter Preis;77.279 km;Schaltgetriebe;09/2017;Benzin;120 kW (163 PS);nan;nan
Mercedes-Benz;C 220;d T 9G-TRONIC Avantgarde RFK*SPURHALTE;Ambientebeleuchtung, Sportsitze, Sprachsteuerung, Schiebedach, Apple CarPlay, Soundsystem, Totwinkel-Assistent, Sitzheizung;€ 18.900,-;Sehr guter Preis;166.941 km;Automatik;06/2019;Diesel;143 kW (194 PS);4,5 l/100 km;nan
BMW;X3;xDr 20d Aut. Advant NAVI+LED+SHZ+HEAD+KAMER+M;Einparkhilfe Kamera, Ambientebeleuchtung, W-Lan / Wifi Hotspot, Allrad, Schlüssellose Zentralverriegelung, 3-Zonen-Klimaautomatik, Elektrische Seitenspiegel, Head-up display;€ 23.750,-;Sehr guter Preis;122.240 km;Automatik;08/2019;Diesel;140 kW (190 PS);5,3 l/100 km;139 g/km
Renault;Espace;V Vollausstattung, 7 Sitzer, Head up, Sitzbelüftun;Inzahlungnahme, Finanzierung ohne Anzahlung, Top Preise;€ 17.890,-;Sehr guter Preis;130.000 km;Automatik;11/2018;Diesel;118 kW (160 PS);4,7 l/100 km;125 g/km
BMW;530;e HeadUp/20zoll/ACC/LED/360°-Kamera/Glasdach;Sportfahrwerk, Head-up display, 360° Kamera, Einparkhilfe Kamera, Schiebedach, Totwinkel-Assistent, Sitzheizung, Apple CarPlay; ;nan;nan;nan;nan;nan;nan;nan;nan
Mitsubishi;Space Star;Edition 100+ / incl. Winterkompletträder;Sitzheizung, Regensensor, Alufelgen, Klimaanlage, Radio, Start/Stop-Automatik, Servolenkung, DAB-Radio;€ 10.490,-;Sehr guter Preis;32.600 km;Automatik;03/2018;Benzin;59 kW (80 PS);4,3 l/100 km;99 g/km
Jaguar;XF;30t R-Sport AWD Navi Leder ACC 2-Zonen-Klimaauto.;Sitzheizung, Spoiler, Spurhalteassistent, Elektronische Parkbremse, Katalysator, Fahrerairbag, Einparkhilfe Kamera, Regensensor;€ 18.650,-;Sehr guter Preis;133.200 km;Automatik;09/2018;Benzin;221 kW (300 PS);7,5 l/100 km;171 g/km
Opel;Corsa;Color Edition 5-Türer 1.4 66 kW (90 PS) Eu;Einparkhilfe Sensoren hinten, Alufelgen, Sitzheizung, Klimaautomatik, Regensensor, Beheizbares Lenkrad, Nebelscheinwerfer, Traktionskontrolle;€ 11.950,-;Sehr guter Preis;35.500 km;Automatik;09/2018;Benzin;66 kW (90 PS);nan;nan
Volkswagen;Golf Variant;1.5 TSI ACT OPF DSG Comfortline;Beifahrerairbag, Sitzheizung, Einparkhilfe Sensoren vorne, Touchscreen, Schaltwippen, Getönte Scheiben, Sommerreifen, Alufelgen;€ 12.450,-;Sehr guter Preis;147.125 km;Automatik;02/2020;Benzin;110 kW (150 PS);5,9 l/100 km;143 g/km
Hyundai;KONA;1.6 CRDi DCT Style;Schiebedach, Sitzheizung, Alufelgen, Spurhalteassistent, Navigationssystem, Einparkhilfe Kamera, Android Auto, Induktionsladen für Smartphones;€ 14.690,-;Sehr guter Preis;109.000 km;Automatik;07/2019;Diesel;100 kW (136 PS);nan;141 g/km
Mercedes-Benz;GLC 250;4Matic 9G-Tronic 360° LED Distronic MBUX;Werkstatt geprüft;€ 29.990,-;Sehr guter Preis;38.470 km;Automatik;09/2018;Benzin;155 kW (211 PS);7,5 l/100 km;nan
Volkswagen;Golf;1.6 TDI SCR Comfortline;Alufelgen, Getönte Scheiben, Einparkhilfe Sensoren vorne, Apple CarPlay, Abstandstempomat, DAB-Radio, Bluetooth, Einparkhilfe Sensoren hinten;€ 13.900,-;Guter Preis;104.468 km;Schaltgetriebe;07/2019;Diesel;85 kW (116 PS);4,1 l/100 km;130 g/km
BMW;320;d Sport Line*AHK*LASER*KAMERA*8.FACH*AMBIENTE;Einparkhilfe Kamera, Sportpaket, Sportsitze, Apple CarPlay, Volldigitales Kombiinstrument, Ambientebeleuchtung, Laserlicht, Getönte Scheiben;€ 18.700,-;Guter Preis;194.000 km;Automatik;07/2021;Diesel;140 kW (190 PS);4,2 l/100 km;109 g/km
Opel;Mokka X;ACTIVE --NAVI-AHK-LED--;Sitzheizung, Anhängerkupplung, E10-geeignet, 2-Zonen-Klimaautomatik, Navigationssystem, Apple CarPlay, Einparkhilfe Kamera, Dachreling;€ 13.490,-;Sehr guter Preis;42.567 km;Schaltgetriebe;08/2018;Benzin;103 kW (140 PS);nan;0 g/km
Skoda;Kodiaq;2.0 TDI STYLE 4x4 Pano e-Sitze Family;Skoda Kodiaq 2.0 TDi 140kW 4x4 STYLE mit EZ 04.07.;€ 23.860,-;Fairer Preis;133.534 km;Automatik;07/2018;Diesel;140 kW (190 PS);nan;nan
Opel;Astra;Sports Tourer*GS Line*LED*SHZ*PDC*Thermatec*uvm.;Spurhalteassistent, E10-geeignet, Sitzheizung, Beheizbares Lenkrad, Alufelgen, Einparkhilfe Kamera, Regensensor, Verkehrszeichenerkennung;€ 14.980,-;Sehr guter Preis;37.064 km;Schaltgetriebe;01/2020;Benzin;107 kW (145 PS);4,5 l/100 km;102 g/km
Volkswagen;Golf;Variant Allstar*PDC*Tempomat*Sitzheizung;Sitzheizung, Sportpaket, 2-Zonen-Klimaautomatik, Navigationssystem, Sportsitze, Einparkhilfe Sensoren vorne, Alufelgen, Einparkhilfe Sensoren hinten;€ 13.870,-;Sehr guter Preis;89.798 km;Automatik;02/2017;Benzin;81 kW (110 PS);nan;nan
Opel;Crossland X;Opel Crossland X 1.2 Turbo Edition*Klima*;Einparkhilfe Sensoren vorne, Sitzheizung, Alufelgen, Katalysator, Tempomat, Traktionskontrolle, Seitenairbag, Bluetooth;€ 12.750,-;Guter Preis;33.330 km;Schaltgetriebe;11/2018;Benzin;81 kW (110 PS);nan;nan
SEAT;Ibiza;Style EcoTSI Tempomat Bluetooth Aux-In USB Tel.-Vo;Klimaautomatik, Multifunktionslenkrad, Katalysator, Seitenairbag, Tempomat, Reifendruckkontrollsystem, Nebelscheinwerfer, Pannenkit;€ 7.500,-;Sehr guter Preis;133.482 km;Schaltgetriebe;02/2017;Benzin;81 kW (110 PS);nan;nan
Opel;Insignia;ST OPC UNLIMITED 2.8 V6 4x4, AHK, Pano, BOSE, ACC;Innenspiegel automatisch abblendend, Tempomat, Sportfahrwerk, Apple CarPlay, Klimaanlage, Sommerreifen, Panoramadach, Touchscreen;€ 14.980,-;Sehr guter Preis;127.600 km;Automatik;01/2017;Benzin;239 kW (325 PS);11,0 l/100 km;253 g/km
SEAT;Ibiza;Style EcoTSI Tempomat Bluetooth Aux-In USB Tel.-Vo;Klimaautomatik, Multifunktionslenkrad, Katalysator, Seitenairbag, Tempomat, Reifendruckkontrollsystem, Nebelscheinwerfer, Pannenkit;€ 7.500,-;Sehr guter Preis;133.482 km;Schaltgetriebe;02/2017;Benzin;81 kW (110 PS);nan;nan
Volkswagen;Arteon;"Eleg TDI DSG 4-m Standh Assist AHK SD 19""";Finanzierung ohne Anzahlung bis 96 Monate Laufzeit;€ 24.990,-;Sehr guter Preis;119.500 km;Automatik;10/2017;Diesel;176 kW (239 PS);5,9 l/100 km;152 g/km
BMW;X1;sDrive 18i Advantage LED SHZ Klimaa. AHK Kamera;Anhängerkupplung, 2-Zonen-Klimaautomatik, Dachreling, Navigationssystem, MP3, Sommerreifen, Einparkhilfe Kamera, LED-Scheinwerfer;€ 20.980,-;Sehr guter Preis;40.400 km;Automatik;03/2018;Benzin;103 kW (140 PS);7,2 l/100 km;158 g/km
Hyundai;i20;1.0 T-GDI Passion   Apple CarPlay   Kamera;Alufelgen, Touchscreen, Navigationssystem, Elektrische Seitenspiegel, Sitzheizung, Pannenkit, Airbag hinten, Sommerreifen;€ 10.950,-;Sehr guter Preis;55.305 km;Schaltgetriebe;04/2018;Benzin;74 kW (101 PS);4,4 l/100 km;102 g/km
Peugeot;2008;1.2PureTech Allure+TEMPO+KAMERA+PANO+LEDER;MP3, Einparkhilfe Kamera, Einparkhilfe Sensoren vorne, Lichtsensor, Panoramadach, Dachreling, Ambientebeleuchtung, 2-Zonen-Klimaautomatik;€ 11.750,-;Sehr guter Preis;62.200 km;Schaltgetriebe;05/2018;Benzin;96 kW (131 PS);nan;nan
Peugeot;308;1.5BHDi Kombi Active+NAVI+CARPLAY+KAMERA+AHK;Anhängerkupplung, Einparkhilfe Kamera, Fahrerairbag, Klimaanlage, Regensensor, Alufelgen, Sitzheizung, Touchscreen;€ 10.950,-;Sehr guter Preis;73.000 km;Schaltgetriebe;03/2019;Diesel;96 kW (131 PS);nan;nan
Renault;Kangoo;1.5 dCi 110 FAP Rapid Maxi Extra Combi;Schiebetür links, Einparkhilfe Kamera, Klimaanlage, Bluetooth, Regensensor, Navigationssystem, Reserverad, CD;€ 12.999,-;Sehr guter Preis;65.805 km;Schaltgetriebe;01/2019;Diesel;81 kW (110 PS);4,5 l/100 km;119 g/km
MINI;Cooper;Cooper    Sitzheizung   Parkpilot  Dach in schwarz;Alufelgen, Sitzheizung, Regensensor, Lichtsensor, Elektrische Seitenspiegel, Ambientebeleuchtung, USB, Armlehne;€ 12.300,-;Sehr guter Preis;95.300 km;Schaltgetriebe;06/2019;Benzin;100 kW (136 PS);5,2 l/100 km;119 g/km
Citroen;Berlingo;1.2 PureTech 110 Feel M;Klimaautomatik, Sitzheizung, Navigation, PDC;€ 15.890,-;Sehr guter Preis;60.366 km;Schaltgetriebe;08/2019;Benzin;81 kW (110 PS);nan;nan
Volkswagen;Tiguan;2.0TDI DSG Highline R-LINE LED PANO AHK;Auto kauft man mit Vertrauen u Garantie;€ 29.440,-;Fairer Preis;81.348 km;Automatik;05/2018;Diesel;176 kW (239 PS);nan;nan
Skoda;Octavia;1,6 TDI Nur an Händler u. Gewerbe;Beifahrerairbag, Fahrerairbag, Sitzheizung, Dachreling, ABS, Navigationssystem, Bordcomputer, Freisprecheinrichtung;€ 11.800,-;Sehr guter Preis;96.000 km;Schaltgetriebe;09/2017;Diesel;85 kW (116 PS);nan;nan
BMW;320;"d Tou Aut. Luxury Line SHADOW+LASER+AHK+M18""";Sportfahrwerk, 3-Zonen-Klimaautomatik, Ambientebeleuchtung, Sportpaket, Android Auto, Apple CarPlay, Volldigitales Kombiinstrument, Anhängerkupplung;€ 21.250,-;Sehr guter Preis;125.000 km;Automatik;10/2020;Diesel;140 kW (190 PS);4,2 l/100 km;109 g/km
Audi;A4;Av. 1.4 TFSI Sport S LINE+VIRTU+LEDER+AHK+LED;Sportfahrwerk, 3-Zonen-Klimaautomatik, Volldigitales Kombiinstrument, Sportsitze, LED-Scheinwerfer, Sportpaket, Schaltwippen, Sitzheizung;€ 16.950,-;Sehr guter Preis;121.590 km;Automatik;09/2018;Benzin;110 kW (150 PS);nan;nan
Opel;Mokka;Edition Sitz&Lenkradhzg+PDC+Klimaauto+Navi;Sitzheizung, Navigationssystem, E10-geeignet, 2-Zonen-Klimaautomatik, Apple CarPlay, Sommerreifen, Beheizbares Lenkrad, Touchscreen;€ 9.880,-;Sehr guter Preis;115.613 km;Schaltgetriebe;01/2017;Benzin;103 kW (140 PS);6,0 l/100 km;142 g/km
Ford;Focus;Turnier Business, SHZ, PDC, Kamera, Navi;Sitzheizung, Einparkhilfe Sensoren vorne, Apple CarPlay, Notbremsassistent, Ambientebeleuchtung, Beheizbare Frontscheibe, Einparkhilfe Kamera, Alufelgen;€ 9.980,-;Sehr guter Preis;81.700 km;Schaltgetriebe;06/2017;Benzin;92 kW (125 PS);nan;nan
BMW;X2;sDrive 18d Advantage|LED|NAV|ParkAssist|Alarm;LED-Scheinwerfer, DAB-Radio, ESP, Navigationssystem, Einparkhilfe Sensoren vorne, Beifahrerairbag, Notbremsassistent, Verkehrszeichenerkennung;€ 22.440,-;Sehr guter Preis;35.345 km;Automatik;06/2019;Diesel;110 kW (150 PS);nan;nan
Hyundai;i20;Select;Sitzheizung, Einparkhilfe Kamera, Navigationssystem, Alufelgen, Touchscreen, Beheizbares Lenkrad, Elektr. Fensterheber, teilb. Rücksitzbank;€ 13.990,-;Sehr guter Preis;36.400 km;Schaltgetriebe;12/2021;Benzin;74 kW (101 PS);5,6 l/100 km;127 g/km
Skoda;Karoq;Navi,Winterpaket,Tempomat,AHK,R.Kamera;Anhängerkupplung, Beheizbares Lenkrad, Beifahrerairbag, Alufelgen, Elektrische Heckklappe, Armlehne, Navigationssystem, Beheizbare Frontscheibe;€ 17.900,-;Sehr guter Preis;96.000 km;Automatik;08/2019;Diesel;85 kW (116 PS);nan;nan
Opel;Grandland X;Selection;Verkehrszeichenerkennung, Elektronische Parkbremse, USB, Reifendruckkontrollsystem, E10-geeignet, Freisprecheinrichtung, Berganfahrassistent, Zentralverriegelung;€ 11.990,-;Sehr guter Preis;88.000 km;Schaltgetriebe;02/2018;Benzin;96 kW (131 PS);5,4 l/100 km;124 g/km
Mercedes-Benz;GLC 220;d 4M Exclus LEDER+NAVI+LED+SHZ+KAMER+ACC+;Notbremsassistent, Sportfahrwerk, Sportpaket, Allrad, Beifahrerairbag, Elektrische Sitze, Einparkhilfe Kamera, Apple CarPlay;€ 26.250,-;Sehr guter Preis;167.207 km;Automatik;06/2020;Diesel;143 kW (194 PS);5,2 l/100 km;137 g/km
Ford;EcoSport;Titanium *Winter-Pkt*Klimaauto*GJR*;Einparkhilfe Kamera, E10-geeignet, Sitzheizung, Totwinkel-Assistent, Lordosenstütze, Dachreling, Einparkhilfe Sensoren vorne, Alufelgen;€ 14.673,-;Sehr guter Preis;31.666 km;Schaltgetriebe;12/2020;Benzin;92 kW (125 PS);6,2 l/100 km;142 g/km
Audi;Q5;50 TFSIe quattro sport Klima Navi Rückfahrkamera;360° Kamera, Volldigitales Kombiinstrument, Sportpaket, Sportsitze, LED-Scheinwerfer, Soundsystem, 3-Zonen-Klimaautomatik, Beifahrerairbag; ;nan;nan;nan;nan;nan;nan;nan;nan
Audi;A5;Sportback 45 TDI quattro S-Line;Sportfahrwerk, Elektrische Heckklappe, Sportsitze, Einparkhilfe Kamera, Allrad, Sportpaket, Spoiler, Verkehrszeichenerkennung;€ 27.990,-;Sehr guter Preis;117.560 km;Automatik;08/2020;Diesel;170 kW (231 PS);5,4 l/100 km;nan
Kia;Stonic;1.2 Edition 7 Emotion 1. Hand  Carplay Tempomat PD;Pannenkit, Beheizbares Lenkrad, Alufelgen, Elektrische Seitenspiegel, Einparkhilfe Sensoren hinten, Apple CarPlay, Sitzheizung, Touchscreen;€ 9.777,-;Guter Preis;110.290 km;Schaltgetriebe;12/2017;Benzin;62 kW (84 PS);nan;nan
Mazda;CX-3;2.0 16V KAT Automatik AZV Navi;Allrad, Klimaautomatik, Head-up display, Sitzheizung, Navigationssystem, LED-Scheinwerfer, E10-geeignet, MP3;€ 14.690,-;Sehr guter Preis;111.120 km;Automatik;03/2018;Benzin;110 kW (150 PS);6,3 l/100 km;146 g/km
Opel;Grandland X;INNOVATION 1.2 Turbo Winterpaket mit beheizbarer F;Totwinkel-Assistent, Sitzheizung, MP3, Dachreling, Alufelgen, Beheizbares Lenkrad, Berganfahrassistent, Verkehrszeichenerkennung;€ 16.990,-;Fairer Preis;45.000 km;Schaltgetriebe;04/2018;Benzin;96 kW (131 PS);6,8 l/100 km;159 g/km
Mazda;6;Kom 2.2d Aut Exclusive-Line MATRIX+NAV+KAM+ACC;LED-Scheinwerfer, Apple CarPlay, Einparkhilfe Kamera, ABS, Einparkhilfe Sensoren vorne, Sitzheizung, DAB-Radio, Beheizbares Lenkrad;€ 15.750,-;Sehr guter Preis;120.000 km;Automatik;07/2020;Diesel;110 kW (150 PS);5,1 l/100 km;134 g/km
SEAT;Arona;FR;LED-Scheinwerfer, Sportsitze, Reifendruckkontrollsystem, Navigationssystem, Schlüssellose Zentralverriegelung, Dachreling, Einparkhilfe Kamera, Sitzheizung;€ 15.950,-;Sehr guter Preis;50.896 km;Schaltgetriebe;03/2021;Benzin;81 kW (110 PS);nan;nan
Mercedes-Benz;CLA 200;d aAHK/Voll-LED/Navi/Kamera;Sportsitze, Einparkhilfe Kamera, LED-Scheinwerfer, Sitzheizung, Navigationssystem, Alufelgen, Voll-LED Scheinwerfer, Einparkhilfe Sensoren vorne;€ 18.910,-;Guter Preis;91.100 km;Schaltgetriebe;09/2017;Diesel;100 kW (136 PS);nan;nan
Ford;Ranger;2.2 TDC  XLT Extrakabine 4x4;Alufelgen, Anhängerkupplung, Beifahrerairbag, Allrad, Freisprecheinrichtung, Nebelscheinwerfer, Traktionskontrolle, Lichtsensor;€ 18.900,-;nan;19.143 km;Schaltgetriebe;06/2019;Diesel;118 kW (160 PS);7,0 l/100 km;184 g/km
Audi;Q7;3.0 TDI quattro *7SITZER*2.HAND*BI-XENON*AHK*;Soundsystem, Bluetooth, Sitzheizung, Getönte Scheiben, Sportsitze, Schaltwippen, Lederlenkrad, Anhängerkupplung;€ 24.399,-;Fairer Preis;280.671 km;Automatik;03/2017;Diesel;200 kW (272 PS);6,2 l/100 km;163 g/km
Honda;Civic;Dynamic Limited Edition ACC Spurhalte Kamera Leder;Fahrerairbag, Navigationssystem, Touchscreen, 2-Zonen-Klimaautomatik, Einparkhilfe Kamera, Einparkhilfe Sensoren vorne, Spurhalteassistent, Alufelgen;€ 14.490,-;Sehr guter Preis;92.425 km;Schaltgetriebe;08/2019;Benzin;93 kW (126 PS);nan;nan
Kia;Picanto;1.2 Aut. GT-Line *Navi*Kamera*App*;Navigationssystem, Sportsitze, Sportfahrwerk, Sitzheizung, Alufelgen, Einparkhilfe Kamera, LED-Tagfahrlicht, Induktionsladen für Smartphones;€ 13.880,-;Guter Preis;21.008 km;Automatik;04/2017;Benzin;62 kW (84 PS);nan;124 g/km
Volkswagen;Polo;1.2 TSI Comfortline BMT*PDC*KLIMA*;❗Service Historie und Gebrauchtspureninfos auf Anruf;€ 10.740,-;Sehr guter Preis;36.531 km;Schaltgetriebe;01/2017;Benzin;66 kW (90 PS);4,7 l/100 km;107 g/km
Kia;XCeed;JBL Sound Edition 1.4 T-GDI*LED*NAV*Kamera*SHZ*;Knubel - Versprochen ist versprochen.;€ 16.735,-;nan;41.088 km;Schaltgetriebe;06/2020;Benzin;103 kW (140 PS);6,6 l/100 km;150 g/km
Citroen;C4 Cactus;Feel KLIMAA  BLUETH  ALU;Regensensor, Klimaautomatik, Bluetooth, Dachreling, Alufelgen, E10-geeignet, Sitzheizung, Beifahrerairbag;€ 11.999,-;Sehr guter Preis;44.950 km;Schaltgetriebe;01/2019;Benzin;81 kW (110 PS);4,5 l/100 km;104 g/km
Volkswagen;Golf;VII Comf. 1.6 TDI 1.Hd*Navi*ACC*PDC*AHK;Apple CarPlay, MP3, Alufelgen, Einparkhilfe Sensoren vorne, Lordosenstütze, LED-Tagfahrlicht, Abstandstempomat, Pannenkit;€ 11.990,-;Guter Preis;146.000 km;Schaltgetriebe;11/2017;Diesel;85 kW (116 PS);nan;nan
