Brand,Model,Kilometers,BuildYear,Transmission,Fuel,Power,l/Km,Emission,CurrentPrice
Volkswagen,Golf Variant,1.500 km,10/2024,Automatik,Benzin,96 kW (131 PS),8l/100km,131g CO2/km (WLTP,47.210
Volkswagen,Tiguan,24.440 km,06/2024,Automatik,Diesel,110 kW (150 PS),5l/100km,145g CO2/km (WLTP,51.127
Volkswagen,Tiguan,1.500 km,11/2024,Automatik,Benzin,110 kW (150 PS),8l/100km,156g CO2/km (WLTP,60.910
Dacia,Sandero,1.001 km,12/2024,Manuell,Benzin,67 kW (90 PS),9l/100km,499g CO2/km (WLTP,16.535
Hyundai,i30,1.001 km,05/2024,Automatik,Benzin,88 kW (120 PS),2l/100km,140g CO2/km (WLTP,29.981
Opel,Corsa,21.947 km,02/2024,Manuell,Benzin,74 kW (101 PS),2l/100km,116g CO2/km (WLTP,23.484
Opel,Corsa,14.021 km,02/2024,Manuell,Benzin,74 kW (101 PS),1l/100km,115g CO2/km (WLTP,22.357
Ford,Focus,11.408 km,05/2024,Manuell,Benzin,92 kW (125 PS),7l/100km,130g CO2/km (WLTP,33.673
Ford,Focus,9.408 km,05/2024,Manuell,Benzin,92 kW (125 PS),7l/100km,130g CO2/km (WLTP,33.048
Ford,Kuga,15 km,06/2024,Manuell,Benzin,110 kW (150 PS),4l/100km,145g CO2/km (WLTP,37.340
Ford,Kuga,15 km,05/2024,Manuell,Benzin,110 kW (150 PS),4l/100km,145g CO2/km (WLTP,39.105
Skoda,Kodiaq,1.100 km,11/2024,Automatik,Diesel,142 kW (190 PS),5l/100km,499g CO2/km (WLTP,61.021
Skoda,Kodiaq,10 km,11/2024,Automatik,Diesel,142 kW (190 PS),5l/100km,499g CO2/km (WLTP,60.710
Skoda,Kodiaq,10 km,11/2024,Automatik,Diesel,142 kW (190 PS),5l/100km,499g CO2/km (WLTP,61.230
Hyundai,i30,90 km,09/2024,Automatik,Benzin,103 kW (140 PS),5l/100km,499g CO2/km (WLTP,33.861
Hyundai,Kona,23.700 km,03/2024,Automatik,Benzin,146 kW (199 PS),5l/100km,146g CO2/km (WLTP,31.748
Hyundai,Tucson,19.900 km,05/2024,Automatik,Hybrid (Elektro / Benzin),169 kW (230 PS),4l/100km,146g CO2/km (WLTP,42.498
Renault,Captur,1.001 km,11/2024,Automatik,Hybrid (Elektro / Benzin),116 kW (158 PS),6l/100km,135g CO2/km (WLTP,34.103
Renault,Clio,5.000 km,03/2024,Manuell,Benzin,66 kW (90 PS),2l/100km,118g CO2/km (WLTP,24.145
Mazda,CX-5,18.729 km,02/2024,Manuell,Benzin,121 kW (165 PS),8l/100km,185g CO2/km (komb)*,30.248
Volkswagen,Tiguan,8.200 km,07/2024,Automatik,Benzin,110 kW (150 PS),3l/100km,0g CO2/km (WLTP,53.576
Dacia,Jogger,5.530 km,05/2024,Manuell,Autogas,74 kW (101 PS),,96g CO2/km (komb)*,22.354
Hyundai,Staria,23.800 km,04/2024,Automatik,Diesel,130 kW (177 PS),5l/100km,222g CO2/km (WLTP,53.783
Hyundai,i30,18.400 km,07/2024,Automatik,Benzin,118 kW (160 PS),3l/100km,142g CO2/km (WLTP,33.806
Hyundai,i30,26.400 km,05/2024,Automatik,Benzin,118 kW (160 PS),3l/100km,142g CO2/km (WLTP,29.841
Hyundai,i30,27.100 km,07/2024,Automatik,Benzin,118 kW (160 PS),3l/100km,142g CO2/km (WLTP,33.209
Ford,Kuga,24.025 km,03/2024,Manuell,Benzin,110 kW (150 PS),7l/100km,160g CO2/km (WLTP,40.787
Ford,Focus,1.500 km,05/2024,Manuell,Benzin,92 kW (125 PS),4l/100km,123g CO2/km (WLTP,42.716
Volkswagen,T-Roc,13.570 km,06/2024,Automatik,Benzin,110 kW (150 PS),6l/100km,0g CO2/km (WLTP,35.071
Mazda,2,2.003 km,08/2024,Automatik,Hybrid (Elektro / Benzin),85 kW (116 PS),3l/100km,98g CO2/km (WLTP,29.588
Skoda,Kodiaq,10 km,11/2024,Automatik,Diesel,142 kW (190 PS),5l/100km,499g CO2/km (WLTP,60.488
Hyundai,IONIQ 6,19.900 km,04/2024,Automatik,Elektro,168 kW (228 PS),,0g CO2/km (WLTP,41.348
Hyundai,i30,25.400 km,05/2024,Automatik,Benzin,118 kW (160 PS),3l/100km,142g CO2/km (WLTP,29.331
Mazda,CX-30,5.390 km,03/2024,Automatik,Benzin,110 kW (150 PS),8l/100km,185g CO2/km (komb)*,31.648
Hyundai,i10,14.200 km,04/2024,Manuell,Benzin,62 kW (84 PS),4l/100km,123g CO2/km (WLTP,22.232
Renault,Austral,8.939 km,08/2024,Automatik,Hybrid (Elektro / Benzin),116 kW (158 PS),2l/100km,141g CO2/km (WLTP,41.248
Renault,Austral,8.772 km,09/2024,Automatik,Hybrid (Elektro / Benzin),116 kW (158 PS),9l/100km,499g CO2/km (WLTP,39.148
Seat,Arona,16.320 km,05/2024,Automatik,Benzin,85 kW (116 PS),8l/100km,0g CO2/km (WLTP,26.104
Ford,Focus,11.408 km,06/2024,Manuell,Benzin,92 kW (125 PS),7l/100km,0g CO2/km (WLTP,33.360
Ford,Focus,9.408 km,06/2024,Manuell,Benzin,92 kW (125 PS),7l/100km,0g CO2/km (WLTP,33.360
Ford,Focus,11.904 km,06/2024,Manuell,Benzin,92 kW (125 PS),7l/100km,0g CO2/km (WLTP,33.029
Skoda,Superb,1.000 km,12/2024,Automatik,Diesel,142 kW (190 PS),1l/100km,499g CO2/km (WLTP,61.936
Hyundai,i30,18.000 km,06/2024,Automatik,Benzin,118 kW (160 PS),3l/100km,142g CO2/km (WLTP,32.969
Dacia,Sandero,90 km,12/2024,Manuell,Benzin,67 kW (91 PS),9l/100km,119g CO2/km (WLTP,16.169
Mazda,CX-5,3.503 km,05/2024,Automatik,Benzin,143 kW (194 PS),6l/100km,172g CO2/km (WLTP,44.292
Renault,Austral,14.001 km,01/2024,Automatik,Hybrid (Elektro / Benzin),147 kW (200 PS),7l/100km,105g CO2/km (WLTP,40.848
Mazda,6,2.703 km,04/2024,Automatik,Benzin,143 kW (194 PS),6l/100km,172g CO2/km (WLTP,44.535
Seat,Arona,14.177 km,06/2024,Automatik,Benzin,85 kW (116 PS),8l/100km,0g CO2/km (WLTP,25.361
Hyundai,Tucson,10 km,06/2024,Automatik,Diesel,100 kW (136 PS),8l/100km,499g CO2/km (WLTP,44.380
Hyundai,Tucson,10 km,06/2024,Automatik,Diesel,100 kW (136 PS),8l/100km,499g CO2/km (WLTP,44.724
Hyundai,Tucson,10 km,06/2024,Automatik,Diesel,100 kW (136 PS),8l/100km,499g CO2/km (WLTP,45.881
Seat,Leon,1.000 km,11/2024,Automatik,Diesel,110 kW (150 PS),9l/100km,499g CO2/km (WLTP,36.364
Hyundai,i30,12.900 km,04/2024,Automatik,Benzin,118 kW (160 PS),3l/100km,142g CO2/km (WLTP,31.342
Hyundai,i30,12.900 km,04/2024,Automatik,Benzin,88 kW (120 PS),2l/100km,140g CO2/km (WLTP,25.778
Ford,Focus,7.000 km,02/2024,Manuell,Benzin,92 kW (125 PS),4l/100km,123g CO2/km (WLTP,40.365
Ford,Focus,1.500 km,05/2024,Manuell,Benzin,92 kW (125 PS),4l/100km,123g CO2/km (WLTP,43.803
Ford,Transit Custom,10 km,04/2024,Automatik,Diesel,125 kW (170 PS),4l/100km,499g CO2/km (WLTP,58.976
Opel,Vivaro,10 km,10/2024,Manuell,Diesel,106 kW (146 PS),7l/100km,499g CO2/km (WLTP,38.610
Ford,Kuga,14.200 km,02/2024,Manuell,Benzin,110 kW (150 PS),7l/100km,160g CO2/km (WLTP,39.556
Ford,Focus,11.904 km,05/2024,Manuell,Benzin,92 kW (125 PS),7l/100km,130g CO2/km (WLTP,34.481
Skoda,Octavia,20 km,06/2024,Automatik,Benzin,110 kW (150 PS),3l/100km,120g CO2/km (WLTP,36.685
Dacia,Jogger,1.001 km,12/2024,Manuell,Benzin,81 kW (110 PS),7l/100km,499g CO2/km (WLTP,23.519
Skoda,Octavia,20 km,07/2024,Automatik,Benzin,110 kW (150 PS),3l/100km,499g CO2/km (WLTP,33.665
Nissan,Juke,10 km,10/2024,Automatik,Benzin,84 kW (114 PS),1l/100km,499g CO2/km (WLTP,30.275
Volkswagen,Touareg,62 km,10/2024,Automatik,Diesel,210 kW (286 PS),4l/100km,499g CO2/km (WLTP,111.858
Hyundai,Tucson,1.200 km,06/2024,Automatik,Diesel,100 kW (136 PS),8l/100km,0g CO2/km (WLTP,42.381
Ford,Transit Custom,10 km,07/2024,Automatik,Diesel,125 kW (170 PS),4l/100km,499g CO2/km (WLTP,57.155
Ford,Focus,16.633 km,05/2024,Manuell,Benzin,92 kW (125 PS),1l/100km,138g CO2/km (WLTP,36.771
Hyundai,i30,15 km,07/2024,Automatik,Benzin,103 kW (140 PS),4l/100km,499g CO2/km (WLTP,34.370
Hyundai,i30,18.547 km,02/2024,Manuell,Benzin,88 kW (120 PS),8l/100km,185g CO2/km (komb)*,28.151
Toyota,Yaris Cross,1.010 km,04/2024,Automatik,Hybrid (Elektro / Benzin),85 kW (116 PS),2l/100km,116g CO2/km (WLTP,27.948
Hyundai,i30,22.500 km,04/2024,Automatik,Benzin,118 kW (160 PS),3l/100km,142g CO2/km (WLTP,28.570
Volkswagen,SONSTIGE,26.191 km,02/2024,Automatik,Benzin,115 kW (156 PS),8l/100km,185g CO2/km (komb)*,41.289
Seat,Leon,28.800 km,02/2024,Automatik,Diesel,110 kW (150 PS),7l/100km,186g CO2/km (komb)*,27.389
Volkswagen,Passat Variant,22.349 km,02/2024,Automatik,Diesel,110 kW (150 PS),7l/100km,186g CO2/km (komb)*,42.289
Seat,Arona,11.800 km,05/2024,Automatik,Benzin,85 kW (116 PS),8l/100km,131g CO2/km (WLTP,28.800
Hyundai,i30,26.900 km,03/2024,Manuell,Benzin,88 kW (120 PS),8l/100km,120g CO2/km (komb)*,27.022
Hyundai,i30,23.000 km,02/2024,Automatik,Benzin,88 kW (120 PS),4l/100km,122g CO2/km (WLTP,30.340
Ford,Focus,4.700 km,01/2024,Manuell,Benzin,92 kW (125 PS),5l/100km,125g CO2/km (WLTP,31.089
Skoda,Octavia,10 km,12/2024,Automatik,Benzin,110 kW (150 PS),5l/100km,499g CO2/km (WLTP,44.501
Seat,Arona,10 km,12/2024,Automatik,Benzin,85 kW (116 PS),6l/100km,499g CO2/km (WLTP,30.718
Audi,Q4 e-tron,10.658 km,02/2024,Automatik,Elektro,250 kW (340 PS),,0g CO2/km (komb)*,52.189
Volkswagen,Golf,8.450 km,08/2024,Manuell,Diesel,85 kW (116 PS),2l/100km,0g CO2/km (WLTP,43.049
Skoda,Fabia,10 km,12/2024,Manuell,Benzin,70 kW (95 PS),1l/100km,499g CO2/km (WLTP,26.856
Skoda,Fabia,10 km,12/2024,Manuell,Benzin,70 kW (95 PS),1l/100km,499g CO2/km (WLTP,27.096
Volkswagen,Touareg,10 km,10/2024,Automatik,Diesel,210 kW (286 PS),4l/100km,499g CO2/km (WLTP,109.351
Volkswagen,Tiguan,10 km,07/2024,Automatik,Diesel,142 kW (190 PS),3l/100km,499g CO2/km (WLTP,60.176
Volkswagen,Tiguan,10 km,10/2024,Automatik,Diesel,142 kW (190 PS),2l/100km,499g CO2/km (WLTP,58.125
Volkswagen,Tiguan,10 km,10/2024,Automatik,Diesel,142 kW (190 PS),2l/100km,499g CO2/km (WLTP,56.291
Hyundai,Tucson,10 km,06/2024,Automatik,Diesel,100 kW (136 PS),8l/100km,499g CO2/km (WLTP,43.175
Volkswagen,Caddy,10 km,09/2024,Automatik,Diesel,90 kW (122 PS),6l/100km,499g CO2/km (WLTP,47.364
Mazda,6,1.999 km,04/2024,Automatik,Benzin,143 kW (194 PS),6l/100km,172g CO2/km (WLTP,44.763
Mazda,6,10 km,04/2024,Automatik,Benzin,143 kW (194 PS),4l/100km,167g CO2/km (WLTP,44.330
Hyundai,IONIQ 5,7.403 km,01/2024,Automatik,Elektro,173 kW (235 PS),,0g CO2/km (WLTP,40.048
Toyota,C-HR,3.081 km,01/2024,Automatik,Hybrid (Elektro / Benzin),103 kW (140 PS),8l/100km,108g CO2/km (WLTP,31.748
Toyota,C-HR,5.000 km,01/2024,Automatik,Hybrid (Elektro / Benzin),145 kW (197 PS),1l/100km,116g CO2/km (WLTP,41.148
Seat,Arona,20 km,09/2024,Automatik,Benzin,110 kW (150 PS),6l/100km,499g CO2/km (WLTP,32.898
Ford,Kuga,5.400 km,04/2024,Automatik,Benzin,140 kW (190 PS),4l/100km,146g CO2/km (WLTP,43.342
Seat,Arona,100 km,11/2024,Automatik,Benzin,85 kW (116 PS),9l/100km,133g CO2/km (WLTP,31.002
Seat,Arona,100 km,11/2024,Automatik,Benzin,85 kW (116 PS),9l/100km,133g CO2/km (WLTP,28.952
Ford,Kuga,15 km,05/2024,Manuell,Benzin,110 kW (150 PS),4l/100km,145g CO2/km (WLTP,36.940
Ford,Puma,2.727 km,07/2024,Manuell,Benzin,92 kW (125 PS),4l/100km,122g CO2/km (WLTP,36.054
Hyundai,Tucson,15 km,09/2024,Automatik,Benzin,117 kW (159 PS),7l/100km,159g CO2/km (WLTP,44.227
Ford,Kuga,11.500 km,03/2024,Automatik,Hybrid (Elektro / Benzin),165 kW (224 PS),8l/100km,85g CO2/km (komb)*,46.355
Ford,Focus,19.800 km,01/2024,Automatik,Diesel,85 kW (116 PS),4l/100km,142g CO2/km (WLTP,32.089
Peugeot,3008,3.830 km,03/2024,Automatik,Benzin,96 kW (131 PS),4l/100km,0g CO2/km (WLTP,32.585
Peugeot,3008,3.150 km,03/2024,Automatik,Benzin,96 kW (131 PS),4l/100km,0g CO2/km (WLTP,32.859
Volkswagen,Caddy,10 km,09/2024,Automatik,Diesel,90 kW (122 PS),6l/100km,499g CO2/km (WLTP,50.299
Dacia,Jogger,1.001 km,11/2024,Manuell,Benzin,81 kW (110 PS),9l/100km,499g CO2/km (WLTP,23.624
Volkswagen,T-Roc,26.120 km,06/2024,Manuell,Benzin,85 kW (116 PS),9l/100km,134g CO2/km (WLTP,29.396
Volkswagen,T-Roc,28.330 km,06/2024,Manuell,Benzin,85 kW (116 PS),9l/100km,134g CO2/km (WLTP,28.194
Renault,Trafic,12 km,11/2024,Manuell,Diesel,96 kW (131 PS),7l/100km,182g CO2/km (WLTP,40.162
Ford,Focus,11.200 km,01/2024,Automatik,Benzin,114 kW (155 PS),3l/100km,143g CO2/km (WLTP,32.189
Renault,Trafic,15 km,11/2024,Manuell,Diesel,96 kW (131 PS),7l/100km,182g CO2/km (WLTP,40.062
Renault,Trafic,15 km,11/2024,Manuell,Diesel,96 kW (131 PS),7l/100km,182g CO2/km (WLTP,41.997
Ford,Focus,15.945 km,05/2024,Manuell,Benzin,92 kW (125 PS),1l/100km,138g CO2/km (WLTP,32.731
Renault,Trafic,15 km,11/2024,Manuell,Diesel,96 kW (131 PS),7l/100km,182g CO2/km (WLTP,40.183
Renault,Trafic,15 km,11/2024,Manuell,Diesel,96 kW (131 PS),7l/100km,182g CO2/km (WLTP,41.544
Renault,Trafic,15 km,11/2024,Manuell,Diesel,96 kW (131 PS),7l/100km,182g CO2/km (WLTP,40.345
Renault,Trafic,15 km,11/2024,Manuell,Diesel,96 kW (131 PS),7l/100km,182g CO2/km (WLTP,41.717
Renault,Trafic,15 km,12/2024,Manuell,Diesel,96 kW (131 PS),7l/100km,182g CO2/km (WLTP,41.910
Renault,Trafic,15 km,11/2024,Manuell,Diesel,96 kW (131 PS),7l/100km,182g CO2/km (WLTP,40.654
Renault,Trafic,15 km,11/2024,Manuell,Diesel,96 kW (131 PS),7l/100km,182g CO2/km (WLTP,41.457
Renault,Trafic,15 km,11/2024,Manuell,Diesel,96 kW (131 PS),7l/100km,182g CO2/km (WLTP,40.898
Renault,Trafic,15 km,11/2024,Manuell,Diesel,96 kW (131 PS),7l/100km,182g CO2/km (WLTP,41.105
Renault,Trafic,15 km,11/2024,Manuell,Diesel,96 kW (131 PS),9l/100km,499g CO2/km (WLTP,40.435
Skoda,Octavia,20 km,09/2024,Automatik,Benzin,110 kW (150 PS),1l/100km,499g CO2/km (WLTP,42.172
Skoda,Octavia,20 km,09/2024,Automatik,Benzin,110 kW (150 PS),1l/100km,499g CO2/km (WLTP,41.558
Ford,Focus,11.796 km,06/2024,Automatik,Benzin,114 kW (155 PS),3l/100km,143g CO2/km (WLTP,38.430
Ford,Kuga,6.000 km,06/2024,Automatik,Hybrid (Elektro / Benzin),165 kW (224 PS),8l/100km,85g CO2/km (komb)*,41.917
Dacia,Duster,1.001 km,10/2024,Manuell,Benzin,96 kW (131 PS),9l/100km,499g CO2/km (WLTP,30.620
Volkswagen,T-Roc,20.490 km,05/2024,Manuell,Benzin,85 kW (116 PS),9l/100km,134g CO2/km (WLTP,29.062
Ford,Kuga,17.612 km,02/2024,Automatik,Hybrid (Elektro / Benzin),165 kW (224 PS),8l/100km,85g CO2/km (komb)*,35.389
Volkswagen,SONSTIGE,3.933 km,03/2024,Automatik,Benzin,110 kW (150 PS),8l/100km,185g CO2/km (komb)*,41.622
Volkswagen,Passat,20.622 km,04/2024,Automatik,Diesel,110 kW (150 PS),7l/100km,186g CO2/km (komb)*,48.590
Ford,Focus,4.600 km,06/2024,Automatik,Benzin,114 kW (155 PS),3l/100km,143g CO2/km (WLTP,35.904
Audi,SONSTIGE,28.233 km,08/2024,Automatik,Diesel,150 kW (204 PS),4l/100km,167g CO2/km (WLTP,65.909
Ford,Puma,13.683 km,03/2024,Automatik,Benzin,114 kW (155 PS),3l/100km,142g CO2/km (WLTP,36.274
Volkswagen,Touran,1.500 km,11/2024,Automatik,Benzin,110 kW (150 PS),7l/100km,159g CO2/km (WLTP,48.814
Ford,Kuga,9.600 km,01/2024,Automatik,Hybrid (Elektro / Benzin),165 kW (224 PS),8l/100km,85g CO2/km (komb)*,35.289
Ford,Kuga,10.300 km,02/2024,Automatik,Hybrid (Elektro / Benzin),165 kW (224 PS),8l/100km,85g CO2/km (komb)*,35.289
Ford,Transit Custom,10 km,10/2024,Automatik,Diesel,125 kW (170 PS),7l/100km,499g CO2/km (WLTP,64.827
Ford,Transit Custom,10 km,10/2024,Automatik,Diesel,125 kW (170 PS),7l/100km,499g CO2/km (WLTP,71.893
Volkswagen,T-Roc,23.448 km,07/2024,Automatik,Benzin,110 kW (150 PS),8l/100km,185g CO2/km (komb)*,36.656
Volkswagen,Golf Variant,20.443 km,08/2024,Automatik,Benzin,85 kW (116 PS),8l/100km,132g CO2/km (WLTP,37.725
Volkswagen,Touran,20.194 km,08/2024,Automatik,Benzin,110 kW (150 PS),7l/100km,159g CO2/km (WLTP,47.472
Volkswagen,SONSTIGE,6.393 km,05/2024,Automatik,Benzin,110 kW (150 PS),8l/100km,185g CO2/km (komb)*,51.470
Volkswagen,SONSTIGE,6.388 km,04/2024,Manuell,Benzin,110 kW (150 PS),8l/100km,185g CO2/km (komb)*,39.230
Volkswagen,SONSTIGE,12.528 km,02/2024,Automatik,Benzin,110 kW (150 PS),8l/100km,185g CO2/km (komb)*,38.689
Volkswagen,SONSTIGE,12.249 km,04/2024,Automatik,Benzin,110 kW (150 PS),8l/100km,185g CO2/km (komb)*,50.730
Volkswagen,Taigo,6.949 km,07/2024,Automatik,Benzin,110 kW (150 PS),8l/100km,185g CO2/km (komb)*,44.579
Audi,SONSTIGE,19.900 km,06/2024,Automatik,Benzin,195 kW (265 PS),8l/100km,185g CO2/km (komb)*,65.955
Volkswagen,Touran,1.500 km,11/2024,Automatik,Benzin,110 kW (150 PS),7l/100km,159g CO2/km (WLTP,48.751
Volkswagen,T-Roc,25.875 km,05/2024,Automatik,Diesel,110 kW (150 PS),7l/100km,186g CO2/km (komb)*,39.145
Volkswagen,T-Roc,25.988 km,07/2024,Automatik,Benzin,110 kW (150 PS),8l/100km,185g CO2/km (komb)*,37.901
Volkswagen,T-Roc,12.804 km,02/2024,Automatik,Benzin,140 kW (190 PS),8l/100km,185g CO2/km (komb)*,43.889
Ford,SONSTIGE,1.200 km,10/2024,Automatik,Diesel,125 kW (170 PS),6l/100km,225g CO2/km (WLTP,73.421
Ford,SONSTIGE,1.200 km,10/2024,Automatik,Diesel,125 kW (170 PS),6l/100km,225g CO2/km (WLTP,74.083
Volkswagen,Caddy,10 km,12/2024,Automatik,Diesel,90 kW (122 PS),7l/100km,499g CO2/km (WLTP,48.650
Skoda,Superb,10 km,08/2024,Automatik,Diesel,110 kW (150 PS),5l/100km,499g CO2/km (WLTP,59.396
Volkswagen,Touareg,10 km,09/2024,Automatik,Diesel,210 kW (286 PS),4l/100km,499g CO2/km (WLTP,105.860
Volkswagen,Touareg,10 km,09/2024,Automatik,Diesel,210 kW (286 PS),3l/100km,499g CO2/km (WLTP,104.899
Volkswagen,Touareg,10 km,09/2024,Automatik,Diesel,210 kW (286 PS),3l/100km,499g CO2/km (WLTP,105.635
Skoda,Karoq,50 km,11/2024,Automatik,Benzin,110 kW (150 PS),4l/100km,499g CO2/km (WLTP,43.968
Skoda,Superb,10 km,10/2024,Automatik,Diesel,110 kW (150 PS),2l/100km,499g CO2/km (WLTP,52.831
Hyundai,i30,10 km,12/2024,Automatik,Benzin,103 kW (140 PS),3l/100km,499g CO2/km (WLTP,33.601
Volkswagen,Touareg,1.000 km,10/2024,Automatik,Diesel,210 kW (286 PS),4l/100km,499g CO2/km (WLTP,100.295
Seat,Ateca,10 km,12/2024,Automatik,Benzin,110 kW (150 PS),4l/100km,499g CO2/km (WLTP,37.861
Skoda,Octavia,10 km,07/2024,Automatik,Benzin,110 kW (150 PS),3l/100km,499g CO2/km (WLTP,43.079
Seat,Ateca,10 km,12/2024,Automatik,Benzin,110 kW (150 PS),4l/100km,499g CO2/km (WLTP,40.315
Volkswagen,Tiguan,10 km,10/2024,Automatik,Diesel,142 kW (190 PS),2l/100km,499g CO2/km (WLTP,58.987
Volkswagen,Touareg,10 km,10/2024,Automatik,Diesel,210 kW (286 PS),4l/100km,499g CO2/km (WLTP,107.674
Skoda,Fabia,10 km,10/2024,Manuell,Benzin,70 kW (95 PS),1l/100km,499g CO2/km (WLTP,25.538
Volkswagen,Tiguan,10 km,12/2024,Automatik,Diesel,110 kW (150 PS),3l/100km,499g CO2/km (WLTP,53.431
Volkswagen,Caddy,10 km,10/2024,Manuell,Diesel,75 kW (102 PS),6l/100km,499g CO2/km (WLTP,42.853
Seat,Ateca,1.150 km,12/2024,Automatik,Benzin,110 kW (150 PS),4l/100km,499g CO2/km (WLTP,40.237
Volkswagen,Tiguan,10 km,12/2024,Automatik,Diesel,110 kW (150 PS),3l/100km,499g CO2/km (WLTP,53.155
Skoda,Fabia,10 km,10/2024,Manuell,Benzin,70 kW (95 PS),1l/100km,499g CO2/km (WLTP,25.553
Skoda,Karoq,50 km,11/2024,Automatik,Benzin,110 kW (150 PS),4l/100km,499g CO2/km (WLTP,44.104
Skoda,Octavia,10 km,06/2024,Automatik,Benzin,110 kW (150 PS),3l/100km,499g CO2/km (WLTP,40.624
Hyundai,i30,15 km,02/2024,Automatik,Benzin,88 kW (120 PS),6l/100km,499g CO2/km (WLTP,26.333
Volkswagen,Tiguan,10 km,12/2024,Automatik,Diesel,110 kW (150 PS),5l/100km,499g CO2/km (WLTP,57.961
Volkswagen,Caddy,10 km,10/2024,Manuell,Diesel,75 kW (102 PS),6l/100km,499g CO2/km (WLTP,42.667
Seat,Ateca,10 km,12/2024,Automatik,Benzin,110 kW (150 PS),4l/100km,499g CO2/km (WLTP,39.026
Skoda,Fabia,10 km,11/2024,Manuell,Benzin,70 kW (95 PS),9l/100km,499g CO2/km (WLTP,23.909
Volkswagen,Caddy,1.750 km,10/2024,Manuell,Diesel,75 kW (102 PS),6l/100km,499g CO2/km (WLTP,42.583
Seat,Ateca,10 km,12/2024,Automatik,Benzin,110 kW (150 PS),4l/100km,499g CO2/km (WLTP,40.648
Volkswagen,Caddy,10 km,10/2024,Manuell,Diesel,75 kW (102 PS),6l/100km,499g CO2/km (WLTP,42.887
Volkswagen,Caddy,10 km,10/2024,Manuell,Diesel,75 kW (102 PS),6l/100km,499g CO2/km (WLTP,42.735
Volkswagen,SONSTIGE,4.641 km,03/2024,Automatik,Benzin,110 kW (150 PS),8l/100km,185g CO2/km (komb)*,41.559
Hyundai,i20,10.500 km,06/2024,Manuell,Benzin,74 kW (101 PS),3l/100km,121g CO2/km (WLTP,26.478
Hyundai,Kona,15 km,12/2024,Automatik,Benzin,101 kW (137 PS),3l/100km,141g CO2/km (WLTP,34.956
Volkswagen,Golf Variant,14.432 km,08/2024,Automatik,Benzin,85 kW (116 PS),8l/100km,132g CO2/km (WLTP,39.760
Volkswagen,T-Roc,13.937 km,03/2024,Automatik,Benzin,221 kW (301 PS),8l/100km,185g CO2/km (komb)*,43.589
Hyundai,Kona,15 km,12/2024,Automatik,Benzin,101 kW (137 PS),3l/100km,141g CO2/km (WLTP,35.143
Ford,Focus,13.600 km,07/2024,Manuell,Benzin,92 kW (125 PS),7l/100km,130g CO2/km (WLTP,31.242
Volkswagen,SONSTIGE,4.904 km,05/2024,Manuell,Benzin,85 kW (116 PS),8l/100km,185g CO2/km (komb)*,36.794
Hyundai,i20,11.000 km,05/2024,Manuell,Benzin,88 kW (120 PS),3l/100km,120g CO2/km (WLTP,26.835
Ford,Puma,7.200 km,04/2024,Automatik,Benzin,114 kW (155 PS),3l/100km,142g CO2/km (WLTP,36.247
Ford,Kuga,17.800 km,02/2024,Automatik,Hybrid (Elektro / Benzin),165 kW (224 PS),8l/100km,85g CO2/km (komb)*,32.789
Volkswagen,Caddy,0 km,12/2024,Manuell,Diesel,75 kW (102 PS),5l/100km,499g CO2/km (WLTP,35.896
Volkswagen,Caddy,0 km,12/2024,Manuell,Diesel,75 kW (102 PS),5l/100km,499g CO2/km (WLTP,35.737
Ford,Transit,15 km,11/2024,Manuell,Diesel,0 kW (170 PS),8l/100km,499g CO2/km (WLTP,54.133
Hyundai,i30,10 km,10/2024,Manuell,Benzin,103 kW (140 PS),9l/100km,499g CO2/km (WLTP,33.204
Hyundai,i30,10 km,10/2024,Automatik,Benzin,103 kW (140 PS),4l/100km,499g CO2/km (WLTP,36.415
Seat,Arona,10 km,09/2024,Automatik,Benzin,85 kW (116 PS),8l/100km,499g CO2/km (WLTP,28.860
Skoda,Octavia,10 km,06/2024,Automatik,Benzin,110 kW (150 PS),3l/100km,499g CO2/km (WLTP,41.086
Volkswagen,Caddy,10 km,10/2024,Manuell,Diesel,75 kW (102 PS),6l/100km,499g CO2/km (WLTP,42.857
Hyundai,Tucson,10 km,11/2024,Manuell,Diesel,85 kW (116 PS),5l/100km,499g CO2/km (WLTP,38.873
Cupra,Formentor,16.541 km,06/2024,Automatik,Benzin,140 kW (190 PS),8l/100km,185g CO2/km (komb)*,41.993
Volkswagen,Passat Variant,13.547 km,06/2024,Automatik,Benzin,110 kW (150 PS),8l/100km,185g CO2/km (komb)*,44.371
Audi,A4 Allroad,16.571 km,04/2024,Automatik,Benzin,195 kW (265 PS),8l/100km,185g CO2/km (komb)*,54.089
Cupra,Formentor,16.847 km,06/2024,Automatik,Benzin,140 kW (190 PS),8l/100km,185g CO2/km (komb)*,40.858
Volkswagen,SONSTIGE,4.920 km,03/2024,Manuell,Benzin,110 kW (150 PS),8l/100km,185g CO2/km (komb)*,32.489
Volkswagen,T-Cross,16.207 km,05/2024,Manuell,Benzin,85 kW (116 PS),8l/100km,185g CO2/km (komb)*,30.958
Cupra,Formentor,23.803 km,06/2024,Automatik,Benzin,110 kW (150 PS),8l/100km,185g CO2/km (komb)*,37.812
Volkswagen,Crafter,50 km,07/2024,Automatik,Diesel,130 kW (177 PS),5l/100km,499g CO2/km (WLTP,81.658
